,ffr,change,decision,cars,cli,exports,fed_party,gdpg,house,loan,pce,potus_party,recess,rgdp,spx,ue,usd,veloc
186,0.12,0.0,0.0,14.684166666666666,99.58417800000002,2.5,1.0,2.2000000000000006,788.1,3.25,1.7899999999999998,0.0,0.0,0.6000000000000001,1414.5583332906251,7.990000000000001,81.51966679873698,6.938999999999998
187,0.12,0.0,0.0,14.90173333333333,99.65965800000002,0.9599999999999996,1.0,2.0533333333333332,896.8666666666667,3.25,1.782666666666667,0.0,0.0,0.5266666666666667,1444.7249999572914,7.800000000000002,79.62966664611719,6.784266666666668
188,0.12,0.0,0.0,15.457999999999997,99.81680333333331,0.40000000000000013,1.0,2.0,880.6666666666666,3.25,1.6733333333333327,0.0,0.0,0.5,1396.6406738145831,7.766666666666668,80.53700027510546,6.728000000000001
189,0.12,0.0,0.0,15.789599999999998,100.03053533333333,1.986666666666667,1.0,1.6266666666666671,893.8666666666667,3.25,1.5733333333333335,0.0,0.0,3.7666666666666666,1472.5366657986983,7.993333333333334,79.94266637132162,6.7289333333333365
190,0.12,0.0,0.0,15.777,100.25829999999999,2.1000000000000005,1.0,1.6000000000000005,990.8,3.25,1.5800000000000007,0.0,0.0,4.0,1532.2216552265625,7.579999999999999,81.99133351671028,6.729000000000003
191,0.12,0.0,0.0,15.807999999999996,100.41749333333334,3.646666666666668,1.0,0.9233333333333331,840.8333333333334,3.25,1.424666666666667,0.0,0.0,1.196666666666667,1569.5436604213542,7.596666666666665,82.56033350681248,6.650699999999999
192,0.12,0.0,0.0,16.034166666666668,100.58494666666665,3.700000000000001,1.0,0.8999999999999998,878.4333333333333,3.25,1.4566666666666668,0.0,0.0,1.1000000000000003,1641.0893391979168,7.5,82.57366587314257,6.647999999999999
193,0.12,0.0,0.0,16.02526666666667,100.67560666666667,3.506666666666667,1.0,1.9633333333333334,878.6333333333333,3.25,1.548333333333333,0.0,0.0,3.42,1665.0833251609374,7.306666666666668,82.92366739939517,6.623833333333332
194,0.12,0.0,0.0,15.842999999999995,100.71536666666665,3.5,1.0,2.0,881.2666666666667,3.25,1.5293333333333339,0.0,0.0,3.5,1658.0009969273437,7.199999999999998,81.67766545654817,6.622999999999998
195,0.12,0.0,0.0,15.735666666666662,100.72437333333333,11.433333333333334,1.0,2.0933333333333337,920.0,3.25,1.5200000000000007,0.0,0.0,3.5,1714.6016724351562,7.199999999999998,79.88133366892448,6.500733333333331
